protein	goTerm	proteinNeighbor	goProteinEdge	goEdge	fScore
FBgn0024913	GO:0045572	9	1	18	0.07407407407407407
FBgn0004569	GO:0042059	244	5	34	0.03597122302158273
FBgn0283480	GO:0004035	35	11	12	0.4680851063829787
FBgn0037898	GO:0005737	10	4	1862	0.004273504273504274
FBgn0027053	GO:0005515	455	70	957	0.09915014164305948
FBgn0003009	GO:0005634	2	1	2249	0.000888494002665482
FBgn0035823	GO:0005515	100	21	957	0.039735099337748346
FBgn0004644	GO:0007224	29	6	9	0.31578947368421056
FBgn0003941	GO:0006412	127	3	557	0.008771929824561403
FBgn0038827	GO:0031573	31	1	6	0.05405405405405405
FBgn0002932	GO:0005515	177	51	957	0.08994708994708994
FBgn0250786	GO:0042393	66	1	59	0.016000000000000004
FBgn0037926	GO:0005737	68	27	1862	0.02797927461139896
FBgn0030853	GO:0005739	32	5	622	0.01529051987767584
FBgn0011020	GO:0005737	49	16	1862	0.016745159602302457
FBgn0086908	GO:0048477	100	9	247	0.05187319884726225
FBgn0015521	GO:0002181	384	8	100	0.03305785123966942
FBgn0035851	GO:0005634	42	24	2249	0.020951549541684853
FBgn0266186	GO:0005484	60	23	24	0.5476190476190476
FBgn0022097	GO:0046961	67	12	31	0.24489795918367346
FBgn0033159	GO:0048814	21	1	19	0.05
FBgn0004407	GO:0005760	3	1	1	0.5
FBgn0030687	GO:0003899	54	8	18	0.2222222222222222
FBgn0017577	GO:0042023	139	1	17	0.012820512820512822
FBgn0004509	GO:0008039	10	1	33	0.04651162790697675
FBgn0004242	GO:0007269	31	6	51	0.14634146341463417
FBgn0000028	GO:0005634	4	2	2249	0.0017754105636928542
FBgn0016977	GO:0003729	39	2	204	0.016460905349794237
FBgn0283469	GO:0030036	166	1	85	0.007968127490039842
FBgn0026778	GO:0030896	49	2	2	0.07843137254901959
FBgn0019940	GO:0007602	2	1	47	0.04081632653061224
FBgn0010300	GO:0003730	25	3	121	0.0410958904109589
FBgn0262738	GO:0016059	15	1	14	0.0689655172413793
FBgn0264001	GO:0005634	54	9	2249	0.007815892314372559
FBgn0001187	GO:0016773	65	3	14	0.0759493670886076
FBgn0000577	GO:0007400	36	1	26	0.03225806451612904
FBgn0003317	GO:0030509	81	7	10	0.15384615384615385
FBgn0085450	GO:0030514	71	1	30	0.019801980198019802
FBgn0035726	GO:0006508	8	1	497	0.0039603960396039604
FBgn0042696	GO:0000978	22	5	367	0.02570694087403599
FBgn0014868	GO:0005789	223	17	170	0.08651399491094147
FBgn0013733	GO:0051491	128	2	25	0.026143790849673203
FBgn0260934	GO:0000226	250	7	60	0.04516129032258065
FBgn0015024	GO:0090090	93	8	45	0.11594202898550725
FBgn0020255	GO:0006886	177	15	141	0.09433962264150943
FBgn0003900	GO:0007498	15	2	60	0.05333333333333334
FBgn0030969	GO:0008233	74	3	177	0.023904382470119525
FBgn0011603	GO:0016020	59	16	1523	0.0202275600505689
FBgn0003145	GO:0000981	79	9	414	0.036511156186612576
FBgn0014135	GO:0008543	29	1	24	0.03773584905660377
FBgn0003118	GO:0007465	88	6	21	0.11009174311926603
FBgn0002906	GO:0006302	73	5	31	0.09615384615384615
FBgn0036278	GO:0005886	4	1	1051	0.0018957345971563982
FBgn0037566	GO:0005762	28	2	49	0.051948051948051945
FBgn0038435	GO:0019899	8	1	11	0.10526315789473685
FBgn0044323	GO:0046330	86	2	34	0.03333333333333333
FBgn0002985	GO:0045944	91	7	323	0.03381642512077295
FBgn0003882	GO:0005634	59	14	2249	0.012131715771230503
FBgn0030063	GO:0032040	43	7	43	0.16279069767441862
FBgn0046214	GO:0005737	66	30	1862	0.031120331950207473
FBgn0027599	GO:0003676	34	1	368	0.004975124378109453
FBgn0031635	GO:0005783	4	2	314	0.012578616352201259
FBgn0053547	GO:0048167	27	1	20	0.0425531914893617
FBgn0036441	GO:0008150	28	3	1770	0.003337041156840934
FBgn0004657	GO:0045214	115	4	34	0.053691275167785234
FBgn0027835	GO:0005737	236	66	1862	0.06291706387035272
FBgn0003091	GO:0035206	204	1	26	0.008695652173913044
FBgn0002940	GO:0008020	65	3	6	0.08450704225352113
FBgn0261395	GO:0010498	59	21	26	0.4941176470588236
FBgn0003317	GO:0030509	81	7	10	0.15384615384615385
FBgn0028360	GO:0004672	53	10	230	0.07067137809187278
FBgn0000017	GO:0018108	208	1	9	0.009216589861751154
FBgn0024273	GO:0007015	209	18	79	0.125
FBgn0035060	GO:0031594	102	2	95	0.020304568527918784
FBgn0033739	GO:0008270	62	4	515	0.01386481802426343
FBgn0031879	GO:0031901	8	1	8	0.125
FBgn0034710	GO:0016791	39	11	95	0.16417910447761194
FBgn0011754	GO:0005964	46	2	2	0.08333333333333333
FBgn0262126	GO:0030127	42	1	5	0.0425531914893617
FBgn0262166	GO:0035517	47	1	1	0.04166666666666667
FBgn0023180	GO:0003677	36	12	609	0.0372093023255814
FBgn0033791	GO:0007409	18	3	63	0.07407407407407407
FBgn0052704	GO:0050911	3	1	72	0.026666666666666665
FBgn0264607	GO:0005516	100	2	37	0.029197080291970802
FBgn0033460	GO:0008270	99	7	515	0.02280130293159609
FBgn0263605	GO:0003674	76	4	3149	0.00248062015503876
FBgn0041096	GO:0005515	64	16	957	0.031341821743388835
FBgn0000711	GO:0007498	344	3	60	0.01485148514851485
FBgn0041604	GO:0005886	35	7	1051	0.01289134438305709
FBgn0262127	GO:0046621	36	3	18	0.1111111111111111
FBgn0011604	GO:0008623	132	3	3	0.044444444444444446
FBgn0002973	GO:0008104	64	6	68	0.0909090909090909
FBgn0028538	GO:0043001	68	1	13	0.024691358024691357
FBgn0041210	GO:0005634	290	129	2249	0.10161480897991335
FBgn0001179	GO:0005675	57	9	9	0.2727272727272727
FBgn0020305	GO:0003723	166	46	485	0.14132104454685102
FBgn0029006	GO:0000151	308	3	30	0.017751479289940825
FBgn0004449	GO:0001745	707	4	118	0.009696969696969697
FBgn0038223	GO:0048749	10	2	114	0.03225806451612903
FBgn0285951	GO:0005739	2	1	622	0.003205128205128205
FBgn0265523	GO:0000122	126	13	221	0.07492795389048991
FBgn0262434	GO:0003730	2	1	121	0.016260162601626018
FBgn0032509	GO:0006879	65	1	12	0.025974025974025976
FBgn0032006	GO:0007419	94	5	73	0.059880239520958084
FBgn0261560	GO:0045792	306	3	21	0.018348623853211007
FBgn0024227	GO:0030496	21	1	29	0.04
FBgn0030500	GO:0051315	64	1	3	0.029850746268656716
FBgn0001138	GO:0043565	27	4	206	0.034334763948497854
FBgn0014020	GO:0035006	144	1	16	0.012499999999999999
FBgn0039680	GO:0042393	22	1	59	0.02469135802469136
FBgn0038847	GO:0008150	4	1	1770	0.0011273957158962798
FBgn0259176	GO:0006357	139	3	614	0.00796812749003984
FBgn0027783	GO:0000278	43	3	150	0.031088082901554404
FBgn0003964	GO:0030425	63	2	125	0.02127659574468085
FBgn0025638	GO:0031462	98	1	11	0.018348623853211007
FBgn0037116	GO:0005737	15	4	1862	0.004262120404901439
FBgn0260642	GO:0003677	36	12	609	0.0372093023255814
FBgn0000241	GO:0055085	3	1	387	0.005128205128205128
FBgn0019968	GO:0042803	41	2	119	0.025
FBgn0264975	GO:0043025	119	2	149	0.014925373134328358
FBgn0023212	GO:0070449	198	3	3	0.02985074626865672
FBgn0033571	GO:0001055	105	8	8	0.14159292035398233
FBgn0011288	GO:0006887	49	7	33	0.17073170731707318
FBgn0005648	GO:0005634	60	23	2249	0.01992204417496752
FBgn0024811	GO:0006911	227	1	5	0.008620689655172414
FBgn0011227	GO:0005750	86	7	12	0.14285714285714288
FBgn0040070	GO:0008340	182	8	173	0.04507042253521127
FBgn0000533	GO:0007370	11	1	18	0.06896551724137931
FBgn0000182	GO:0005515	19	8	957	0.01639344262295082
FBgn0086134	GO:0008233	231	12	177	0.058823529411764705
FBgn0038167	GO:0004674	170	12	157	0.07339449541284403
FBgn0003087	GO:0005515	8	3	957	0.0062176165803108805
FBgn0041191	GO:0045793	166	5	40	0.048543689320388356
FBgn0039183	GO:0000278	53	3	150	0.029556650246305417
FBgn0000146	GO:0071013	34	1	124	0.012658227848101266
FBgn0000108	GO:0050808	1045	10	58	0.01813236627379873
FBgn0010341	GO:0030833	109	4	26	0.05925925925925926
FBgn0035689	GO:0008270	49	2	515	0.0070921985815602835
FBgn0034217	GO:0005515	7	3	957	0.006224066390041493
FBgn0262801	GO:0006465	70	1	8	0.02564102564102564
FBgn0032515	GO:0031054	96	2	5	0.039603960396039604
FBgn0002609	GO:0006357	32	9	614	0.02786377708978328
FBgn0030268	GO:0005828	14	1	12	0.07692307692307691
FBgn0040308	GO:0006979	137	4	95	0.034482758620689655
FBgn0027086	GO:0005737	93	40	1862	0.040920716112531966
FBgn0013343	GO:0006906	126	14	18	0.19444444444444445
FBgn0026252	GO:0006606	131	3	48	0.0335195530726257
FBgn0011766	GO:0043065	92	1	40	0.015151515151515152
FBgn0001226	GO:0005515	105	14	957	0.026365348399246705
FBgn0000283	GO:0000981	58	2	414	0.00847457627118644
FBgn0038371	GO:0019185	12	2	2	0.2857142857142857
FBgn0034970	GO:0035329	124	7	7	0.10687022900763359
FBgn0036414	GO:0006812	10	1	48	0.034482758620689655
FBgn0039280	GO:0006777	64	2	5	0.057971014492753624
FBgn0267698	GO:0031252	189	2	11	0.019999999999999997
FBgn0284220	GO:0005634	34	16	2249	0.01401664476565922
FBgn0050093	GO:0005743	12	2	96	0.037037037037037035
FBgn0278608	GO:0006357	49	9	614	0.027149321266968326
FBgn0002573	GO:0003700	7	1	286	0.006825938566552902
FBgn0034646	GO:0045886	60	3	42	0.058823529411764705
FBgn0035600	GO:0006122	68	10	14	0.24390243902439024
FBgn0000568	GO:0045944	9	1	323	0.006024096385542169
FBgn0028689	GO:0005515	116	19	957	0.035414725069897485
FBgn0004407	GO:0006261	3	1	24	0.07407407407407407
FBgn0004859	GO:0000122	187	12	221	0.05882352941176471
FBgn0260639	GO:0007020	146	9	18	0.1097560975609756
FBgn0031074	GO:0005737	4	1	1862	0.0010718113612004287
FBgn0250814	GO:0005739	441	37	622	0.06961429915333961
FBgn0000173	GO:0061057	51	5	17	0.14705882352941177
FBgn0010356	GO:0005669	147	14	25	0.16279069767441862
FBgn0034237	GO:0005829	139	37	1081	0.06065573770491804
FBgn0086442	GO:0005737	117	33	1862	0.03335017685699848
FBgn0267821	GO:0001228	195	6	91	0.04195804195804195
FBgn0002577	GO:0007476	6	1	136	0.014084507042253521
FBgn0033186	GO:0000978	4	1	367	0.005390835579514825
FBgn0003733	GO:0008293	91	10	21	0.17857142857142858
FBgn0022942	GO:0000184	164	3	18	0.03296703296703297
FBgn0028342	GO:0046933	140	13	19	0.16352201257861634
FBgn0015024	GO:0000902	93	2	50	0.027972027972027975
FBgn0001085	GO:0035317	61	6	23	0.14285714285714285
FBgn0003118	GO:0008543	88	6	24	0.10714285714285714
FBgn0261934	GO:0006355	11	1	501	0.00390625
FBgn0040319	GO:0006750	18	1	4	0.0909090909090909
FBgn0004859	GO:0019901	187	5	60	0.040485829959514164
FBgn0031851	GO:0005634	177	57	2249	0.0469909315746084
FBgn0010549	GO:0005524	9	1	642	0.0030721966205837174
FBgn0026598	GO:0007405	34	1	17	0.03921568627450981
FBgn0033097	GO:0071577	20	2	11	0.12903225806451613
FBgn0027504	GO:0004672	15	2	230	0.016326530612244896
FBgn0030904	GO:0007259	5	3	5	0.6
FBgn0051198	GO:0005737	16	4	1862	0.004259850905218318
FBgn0052409	GO:0042254	66	4	27	0.08602150537634408
FBgn0001994	GO:0046983	63	3	73	0.04411764705882353
FBgn0261111	GO:0005737	18	6	1862	0.006382978723404256
FBgn0037931	GO:0005634	24	8	2249	0.007039155301363837
FBgn0261574	GO:0007156	20	1	46	0.030303030303030304
FBgn0038221	GO:0060271	46	1	87	0.015037593984962405
FBgn0003321	GO:0043021	726	2	10	0.005434782608695652
FBgn0039044	GO:0003700	208	9	286	0.03643724696356276
FBgn0003345	GO:0090575	44	3	30	0.08108108108108107
FBgn0052221	GO:0019005	3	2	63	0.06060606060606061
FBgn0001104	GO:0008356	89	4	23	0.07142857142857142
FBgn0038301	GO:0006357	23	1	614	0.003139717425431711
FBgn0012058	GO:0000278	126	13	150	0.09420289855072464
FBgn0033636	GO:0003677	34	4	609	0.01244167962674961
FBgn0003256	GO:0008543	382	12	24	0.05911330049261083
FBgn0003189	GO:0005829	178	35	1081	0.05559968228752979
FBgn0024836	GO:0016020	35	3	1523	0.0038510911424903716
FBgn0029006	GO:0016567	308	7	128	0.03211009174311926
FBgn0010100	GO:0005739	128	21	622	0.056
FBgn0004242	GO:0008021	31	7	58	0.15730337078651688
FBgn0034346	GO:0005789	9	1	170	0.011173184357541898
FBgn0004892	GO:0045892	22	3	136	0.0379746835443038
FBgn0003612	GO:0006357	289	30	614	0.06644518272425248
FBgn0040395	GO:0030424	43	2	160	0.019704433497536946
FBgn0039532	GO:0003924	9	2	147	0.02564102564102564
FBgn0085386	GO:0004672	9	1	230	0.008368200836820083
FBgn0087008	GO:0000791	30	2	58	0.045454545454545456
FBgn0002962	GO:0017148	39	12	43	0.2926829268292683
FBgn0044826	GO:0031267	94	2	108	0.0198019801980198
FBgn0035375	GO:0005783	7	1	314	0.006230529595015577
FBgn0004956	GO:0042246	6	2	17	0.1739130434782609
FBgn0026761	GO:0005739	317	20	622	0.042598509052183174
FBgn0003118	GO:0008340	88	7	173	0.05363984674329502
FBgn0033526	GO:0005634	40	19	2249	0.016601135867190912
FBgn0036273	GO:0005737	8	1	1862	0.00106951871657754
FBgn0086384	GO:0005737	200	53	1862	0.05140640155189136
FBgn0032049	GO:0004190	17	4	16	0.24242424242424243
FBgn0029891	GO:0043524	53	2	20	0.05479452054794521
FBgn0031883	GO:0000398	523	38	228	0.10119840213049268
FBgn0010909	GO:0048812	248	6	15	0.045627376425855515
FBgn0034110	GO:0009267	107	2	64	0.023391812865497075
FBgn0262514	GO:1902600	92	7	57	0.09395973154362415
FBgn0003124	GO:0007098	284	11	35	0.06896551724137931
FBgn0034970	GO:0045927	124	2	13	0.029197080291970805
FBgn0028931	GO:0003677	29	2	609	0.006269592476489029
FBgn0003310	GO:0038004	17	2	5	0.1818181818181818
FBgn0029687	GO:0005783	250	22	314	0.07801418439716311
FBgn0000014	GO:0007501	51	2	4	0.07272727272727272
FBgn0000588	GO:0140718	309	5	5	0.03184713375796178
FBgn0025680	GO:0007602	27	3	47	0.08108108108108109
FBgn0004403	GO:0006412	194	46	557	0.12250332889480693
FBgn0031640	GO:0006623	21	1	9	0.06666666666666667
FBgn0037917	GO:0035149	14	1	35	0.04081632653061224
FBgn0010314	GO:0016538	68	5	15	0.12048192771084337
FBgn0035817	GO:0042026	33	1	31	0.03125
FBgn0027052	GO:0005737	143	50	1862	0.04987531172069826
FBgn0003495	GO:0005576	16	1	498	0.003891050583657587
FBgn0010246	GO:0003774	125	1	20	0.013793103448275862
FBgn0033089	GO:0005737	14	4	1862	0.0042643923240938165
FBgn0011836	GO:0005669	49	12	25	0.3243243243243243
FBgn0001226	GO:0005634	105	34	2249	0.02888700084961767
FBgn0263352	GO:0005829	38	6	1081	0.010723860589812331
FBgn0003256	GO:0035170	382	2	10	0.010204081632653062
FBgn0004907	GO:0007294	751	7	26	0.018018018018018018
FBgn0260859	GO:0009306	74	1	46	0.016666666666666666
FBgn0000352	GO:0045879	36	11	57	0.23655913978494625
FBgn0051827	GO:0004252	68	17	279	0.09798270893371758
FBgn0034051	GO:0006355	73	7	501	0.024390243902439025
FBgn0037862	GO:0005739	70	7	622	0.020231213872832374
FBgn0000157	GO:0000978	49	11	367	0.05288461538461538
FBgn0033744	GO:0007186	26	2	155	0.022099447513812154
FBgn0284220	GO:0006265	34	1	6	0.05
FBgn0262127	GO:0046621	36	3	18	0.1111111111111111
FBgn0015391	GO:0000819	48	1	3	0.0392156862745098
FBgn0025936	GO:0007422	89	5	53	0.07042253521126761
FBgn0030956	GO:0006406	30	2	27	0.07017543859649124
FBgn0004197	GO:0008587	24	5	42	0.15151515151515152
FBgn0014396	GO:0005829	36	10	1081	0.01790510295434199
FBgn0027868	GO:0006406	79	6	27	0.11320754716981131
FBgn0026721	GO:0005576	60	1	498	0.0035842293906810027
FBgn0012058	GO:0016567	126	9	128	0.07086614173228346
FBgn0260632	GO:0008063	137	7	11	0.09459459459459459
FBgn0263144	GO:0017148	123	2	43	0.024096385542168676
FBgn0003165	GO:0005634	733	125	2249	0.08383635144198524
FBgn0026598	GO:0030877	34	4	4	0.21052631578947367
FBgn0004859	GO:0035277	187	3	22	0.02870813397129187
FBgn0023094	GO:0007623	29	7	44	0.1917808219178082
FBgn0031660	GO:0005762	12	1	49	0.032786885245901634
FBgn0266521	GO:0043005	119	2	89	0.019230769230769232
FBgn0263143	GO:0048477	49	6	247	0.040540540540540536
FBgn0043533	GO:0005615	14	1	684	0.0028653295128939827
FBgn0259173	GO:0005737	13	7	1862	0.007466666666666665
FBgn0032409	GO:0016203	15	4	33	0.16666666666666666
FBgn0039923	GO:0070847	16	3	10	0.23076923076923075
FBgn0052832	GO:0006850	13	3	3	0.375
FBgn0262601	GO:0046540	130	8	32	0.09876543209876544
FBgn0000117	GO:0035017	410	4	16	0.018779342723004695
FBgn0001148	GO:0000981	15	2	414	0.009324009324009324
FBgn0015589	GO:0007399	116	5	87	0.04926108374384237
FBgn0028991	GO:0048813	69	1	127	0.01020408163265306
FBgn0010263	GO:0003723	1003	104	485	0.13978494623655913
FBgn0052343	GO:0140672	12	6	12	0.5
FBgn0039558	GO:0006397	92	2	30	0.03278688524590164
FBgn0031298	GO:0005829	61	11	1081	0.01926444833625219
FBgn0259108	GO:0043025	68	5	149	0.04608294930875576
FBgn0010431	GO:0045143	10	1	3	0.15384615384615383
FBgn0024248	GO:0005938	101	3	99	0.03
FBgn0036850	GO:0007629	42	2	16	0.06896551724137931
FBgn0031547	GO:0016020	2	1	1523	0.0013114754098360656
FBgn0022800	GO:0006468	101	13	237	0.07692307692307693
FBgn0261556	GO:0007266	44	2	18	0.06451612903225805
FBgn0041100	GO:0004842	277	8	100	0.042440318302387266
FBgn0003227	GO:0007131	10	1	29	0.05128205128205129
FBgn0017550	GO:0000288	14	3	6	0.3
FBgn0011290	GO:0000124	86	13	24	0.2363636363636364
FBgn0020379	GO:0007399	19	1	87	0.018867924528301886
FBgn0283472	GO:0051124	193	1	35	0.008771929824561403
FBgn0262743	GO:0005635	164	9	63	0.07929515418502203
FBgn0263738	GO:0003682	22	4	173	0.041025641025641026
FBgn0000667	GO:0005925	208	7	30	0.058823529411764705
FBgn0033717	GO:0009062	25	4	6	0.25806451612903225
FBgn0039488	GO:0005634	29	13	2249	0.01141352063213345
FBgn0000146	GO:0007279	34	3	22	0.10714285714285714
FBgn0001233	GO:0005515	778	139	957	0.16023054755043226
FBgn0000212	GO:0005634	246	150	2249	0.12024048096192386
FBgn0034403	GO:0008017	4	1	115	0.01680672268907563
FBgn0004391	GO:0005680	85	14	16	0.2772277227722772
FBgn0028734	GO:0045475	250	5	61	0.03215434083601286
FBgn0037802	GO:0000122	16	1	221	0.008438818565400845
FBgn0053156	GO:0005634	79	16	2249	0.013745704467353952
FBgn0015795	GO:0005886	123	16	1051	0.027257240204429305
FBgn0041184	GO:0030718	17	3	41	0.10344827586206896
FBgn0263219	GO:0005886	7	1	1051	0.0018903591682419662
FBgn0033521	GO:0098869	29	4	5	0.2352941176470588
FBgn0004859	GO:0007224	187	4	9	0.04081632653061224
FBgn0266599	GO:0005634	709	171	2249	0.11561866125760649
FBgn0261933	GO:0000398	111	45	228	0.2654867256637168
FBgn0040291	GO:0016567	128	9	128	0.0703125
FBgn0030093	GO:0045893	32	10	144	0.11363636363636365
FBgn0262740	GO:0005096	63	1	84	0.013605442176870748
FBgn0020381	GO:0050829	140	8	113	0.06324110671936758
FBgn0002576	GO:0045944	59	20	323	0.10471204188481675
FBgn0000547	GO:0005886	97	13	1051	0.02264808362369338
FBgn0000479	GO:0008306	35	1	16	0.0392156862745098
FBgn0261268	GO:0005737	40	12	1862	0.012618296529968456
FBgn0024273	GO:0005902	209	2	8	0.018433179723502304
FBgn0031663	GO:0005737	34	16	1862	0.016877637130801686
FBgn0011817	GO:0005634	72	29	2249	0.024989228780697974
FBgn0035063	GO:0003729	52	2	204	0.015625
FBgn0039030	GO:0034626	214	19	19	0.1630901287553648
FBgn0025525	GO:0003677	24	4	609	0.01263823064770932
FBgn0036844	GO:0007474	23	1	52	0.026666666666666665
FBgn0041605	GO:0043195	40	3	48	0.06818181818181818
FBgn0002973	GO:0051960	64	1	3	0.029850746268656716
FBgn0031106	GO:0012505	106	8	201	0.052117263843648204
FBgn0265523	GO:0005654	126	6	197	0.03715170278637771
FBgn0038404	GO:0016020	59	30	1523	0.03792667509481669
FBgn0026432	GO:0000922	12	5	29	0.2439024390243903
FBgn0015222	GO:0005737	125	21	1862	0.021137393054856565
FBgn0028744	GO:0070545	111	2	2	0.035398230088495575
FBgn0013764	GO:0035050	139	2	20	0.02515723270440252
FBgn0030669	GO:0006508	26	1	497	0.003824091778202677
FBgn0023180	GO:0005664	36	4	5	0.19512195121951217
FBgn0034403	GO:0005881	4	1	23	0.07407407407407408
FBgn0262937	GO:0005085	23	1	83	0.01886792452830189
FBgn0036257	GO:0007264	86	4	35	0.06611570247933883
FBgn0004049	GO:0005856	21	1	51	0.027777777777777776
FBgn0283712	GO:0005737	23	7	1862	0.007427055702917771
FBgn0031434	GO:0045746	6	1	40	0.04347826086956522
FBgn0010408	GO:0032040	196	17	43	0.1422594142259414
FBgn0027496	GO:0030126	119	4	7	0.06349206349206349
FBgn0003495	GO:0005121	16	1	7	0.08695652173913043
FBgn0265297	GO:0003729	265	44	204	0.18763326226012797
FBgn0000490	GO:0035222	47	6	20	0.17910447761194026
FBgn0003475	GO:0007315	28	1	15	0.046511627906976744
FBgn0037377	GO:0005634	53	13	2249	0.011294526498696786
FBgn0010399	GO:0004972	113	1	1	0.017543859649122806
FBgn0013676	GO:0004129	11	2	2	0.3076923076923077
FBgn0039213	GO:0051124	79	1	35	0.017543859649122806
FBgn0031820	GO:0005829	6	1	1081	0.0018399264029438822
FBgn0013263	GO:0042803	68	5	119	0.053475935828877004
FBgn0020238	GO:0046982	548	11	216	0.028795811518324606
FBgn0031952	GO:0005634	161	70	2249	0.05809128630705394
FBgn0026252	GO:0016203	131	2	33	0.024390243902439025
FBgn0011202	GO:0030838	76	1	14	0.022222222222222223
FBgn0005533	GO:0003735	184	55	289	0.2325581395348837
FBgn0029503	GO:0005737	8	3	1862	0.0032085561497326204
FBgn0011666	GO:0003723	85	13	485	0.0456140350877193
FBgn0029778	GO:0005096	32	1	84	0.017241379310344827
FBgn0025637	GO:0019005	364	45	63	0.2107728337236534
FBgn0038206	GO:0016319	22	1	89	0.018018018018018018
FBgn0264959	GO:0007391	73	12	103	0.13636363636363635
FBgn0004841	GO:0005886	11	4	1051	0.007532956685499059
FBgn0004638	GO:0005118	548	2	3	0.007259528130671505
FBgn0001139	GO:0005515	167	33	957	0.05871886120996441
FBgn0000411	GO:0003677	25	5	609	0.01577287066246057
FBgn0003716	GO:0060395	198	4	6	0.03921568627450981
FBgn0004647	GO:0005634	428	133	2249	0.09936496077698917
FBgn0000562	GO:0048477	44	8	247	0.054982817869415807
FBgn0031040	GO:0005634	6	2	2249	0.0017738359201773834
FBgn0031979	GO:0140591	86	1	10	0.020833333333333332
FBgn0000014	GO:0007422	51	2	53	0.038461538461538464
FBgn0010265	GO:0022626	167	47	174	0.27565982404692085
FBgn0011760	GO:0000132	233	4	21	0.031496062992125984
FBgn0035626	GO:0005829	108	10	1081	0.01682085786375105
FBgn0000463	GO:0009986	51	2	62	0.035398230088495575
FBgn0004647	GO:0005886	428	55	1051	0.07437457741717377
FBgn0032972	GO:0005737	4	1	1862	0.0010718113612004287
FBgn0000394	GO:0030513	23	2	19	0.09523809523809525
FBgn0013342	GO:0045202	32	1	100	0.015151515151515152
FBgn0033859	GO:0005634	71	24	2249	0.020689655172413793
FBgn0267033	GO:1902275	39	1	6	0.044444444444444446
FBgn0039120	GO:0031490	65	4	48	0.07079646017699116
FBgn0003391	GO:0007298	15	2	106	0.03305785123966942
FBgn0003254	GO:0006355	12	5	501	0.019493177387914232
